year,areakm,municipality,geocode_ibge,state
2018,0.21583773019191807,Grajaú,2104800,Maranhão
2019,0.1665367997546048,Grajaú,2104800,Maranhão
2020,0.060326055657511354,Grajaú,2104800,Maranhão
2021,0.09928962042031432,Grajaú,2104800,Maranhão
2022,0.1498112767262002,Grajaú,2104800,Maranhão
2023,0.05367179985578051,Grajaú,2104800,Maranhão
2000,0,Guimarães,2104909,Maranhão
2001,0,Guimarães,2104909,Maranhão
2002,0,Guimarães,2104909,Maranhão
2003,0,Guimarães,2104909,Maranhão
2004,0,Guimarães,2104909,Maranhão
2005,0,Guimarães,2104909,Maranhão
2006,0,Guimarães,2104909,Maranhão
2007,0,Guimarães,2104909,Maranhão
2008,0,Guimarães,2104909,Maranhão
2009,0,Guimarães,2104909,Maranhão
2010,0,Guimarães,2104909,Maranhão
2011,0,Guimarães,2104909,Maranhão
2012,0,Guimarães,2104909,Maranhão
2013,0,Guimarães,2104909,Maranhão
2014,0,Guimarães,2104909,Maranhão
2015,0,Guimarães,2104909,Maranhão
2016,0,Guimarães,2104909,Maranhão
2017,0,Guimarães,2104909,Maranhão
2018,0,Guimarães,2104909,Maranhão
2019,0,Guimarães,2104909,Maranhão
2020,0,Guimarães,2104909,Maranhão
2021,0,Guimarães,2104909,Maranhão
2022,0,Guimarães,2104909,Maranhão
2023,0,Guimarães,2104909,Maranhão
2000,0.14530013275665696,Humberto de Campos,2105005,Maranhão
2001,0.08265120415516215,Humberto de Campos,2105005,Maranhão
2002,0.08265120415516215,Humberto de Campos,2105005,Maranhão
2003,0.04773689574997422,Humberto de Campos,2105005,Maranhão
2004,0.04773689574997422,Humberto de Campos,2105005,Maranhão
2005,0,Humberto de Campos,2105005,Maranhão
2006,0,Humberto de Campos,2105005,Maranhão
2007,0.0732330349372583,Humberto de Campos,2105005,Maranhão
2008,0.0732330349372583,Humberto de Campos,2105005,Maranhão
2009,0.05784715280631776,Humberto de Campos,2105005,Maranhão
2010,0.05784715280631776,Humberto de Campos,2105005,Maranhão
2011,0.0037801858977741403,Humberto de Campos,2105005,Maranhão
2012,0.0037801858977741403,Humberto de Campos,2105005,Maranhão
2013,0.0037801858977741403,Humberto de Campos,2105005,Maranhão
2014,0.03785558788142676,Humberto de Campos,2105005,Maranhão
2015,0,Humberto de Campos,2105005,Maranhão
2016,0,Humberto de Campos,2105005,Maranhão
2017,0.006221578049355769,Humberto de Campos,2105005,Maranhão
2018,0.006221578049355769,Humberto de Campos,2105005,Maranhão
2019,0,Humberto de Campos,2105005,Maranhão
2020,0,Humberto de Campos,2105005,Maranhão
2021,0,Humberto de Campos,2105005,Maranhão
2022,0.020998035571572555,Humberto de Campos,2105005,Maranhão
2023,0,Humberto de Campos,2105005,Maranhão
2000,0.3499692149518513,Icatu,2105104,Maranhão
2001,0.12967119851793374,Icatu,2105104,Maranhão
2002,0.12967119851793374,Icatu,2105104,Maranhão
2003,0.07552409532337684,Icatu,2105104,Maranhão
2004,0.07552409532337684,Icatu,2105104,Maranhão
2005,0.07798757291430622,Icatu,2105104,Maranhão
2006,0.07798757291430622,Icatu,2105104,Maranhão
2007,0.11341315206157644,Icatu,2105104,Maranhão
2008,0.11341315206157644,Icatu,2105104,Maranhão
2009,0.04346283355888498,Icatu,2105104,Maranhão
2010,0.04346283355888498,Icatu,2105104,Maranhão
2011,0.019146274268132302,Icatu,2105104,Maranhão
2012,0.019146274268132302,Icatu,2105104,Maranhão
2013,0.019146274268132302,Icatu,2105104,Maranhão
2014,0.0686319505098955,Icatu,2105104,Maranhão
2015,0.15243515890568995,Icatu,2105104,Maranhão
2016,0.15243515890568995,Icatu,2105104,Maranhão
2017,0.03791641770758419,Icatu,2105104,Maranhão
2018,0.03791641770758419,Icatu,2105104,Maranhão
2019,0,Icatu,2105104,Maranhão
2020,0,Icatu,2105104,Maranhão
2021,0,Icatu,2105104,Maranhão
2022,0.013207081956640119,Icatu,2105104,Maranhão
2023,0.018013262282639043,Icatu,2105104,Maranhão
2000,15.532180282691279,Igarapé do Meio,2105153,Maranhão
2001,3.3990938949145915,Igarapé do Meio,2105153,Maranhão
2002,3.3990938949145915,Igarapé do Meio,2105153,Maranhão
2003,1.1811866756778868,Igarapé do Meio,2105153,Maranhão
2004,1.1811866756778868,Igarapé do Meio,2105153,Maranhão
2005,2.7304068292214523,Igarapé do Meio,2105153,Maranhão
2006,2.7304068292214523,Igarapé do Meio,2105153,Maranhão
2007,0.5130462584428811,Igarapé do Meio,2105153,Maranhão
2008,0.5130462584428811,Igarapé do Meio,2105153,Maranhão
2009,0.3541619713943037,Igarapé do Meio,2105153,Maranhão
2010,0.3541619713943037,Igarapé do Meio,2105153,Maranhão
2011,0.6707874639965047,Igarapé do Meio,2105153,Maranhão
2012,0.6707874639965047,Igarapé do Meio,2105153,Maranhão
2013,0.6707874639965047,Igarapé do Meio,2105153,Maranhão
2014,0.012341359897274523,Igarapé do Meio,2105153,Maranhão
2015,0.10886665678682411,Igarapé do Meio,2105153,Maranhão
2016,0.10886665678682411,Igarapé do Meio,2105153,Maranhão
2017,0.1587848082259519,Igarapé do Meio,2105153,Maranhão
2018,0.1587848082259519,Igarapé do Meio,2105153,Maranhão
2019,0.1952413762725907,Igarapé do Meio,2105153,Maranhão
2020,0.7658898108108869,Igarapé do Meio,2105153,Maranhão
2021,0.3869415194576841,Igarapé do Meio,2105153,Maranhão
2022,1.1056547072616019,Igarapé do Meio,2105153,Maranhão
2023,0.70405902889614,Igarapé do Meio,2105153,Maranhão
2000,0,Imperatriz,2105302,Maranhão
2001,0.0474112210127,Imperatriz,2105302,Maranhão
2002,0.0474112210127,Imperatriz,2105302,Maranhão
2003,0.10205754955686709,Imperatriz,2105302,Maranhão
2004,0.10205754955686709,Imperatriz,2105302,Maranhão
2005,0.01247233572470666,Imperatriz,2105302,Maranhão
2006,0.01247233572470666,Imperatriz,2105302,Maranhão
2007,0.0234515673195122,Imperatriz,2105302,Maranhão
2008,0.0234515673195122,Imperatriz,2105302,Maranhão
2009,0.01861866925066308,Imperatriz,2105302,Maranhão
2010,0.01861866925066308,Imperatriz,2105302,Maranhão
2011,0,Imperatriz,2105302,Maranhão
2012,0,Imperatriz,2105302,Maranhão
2013,0,Imperatriz,2105302,Maranhão
2014,0,Imperatriz,2105302,Maranhão
2015,0.0478873370670832,Imperatriz,2105302,Maranhão
2016,0.0478873370670832,Imperatriz,2105302,Maranhão
2017,0,Imperatriz,2105302,Maranhão
2018,0,Imperatriz,2105302,Maranhão
2019,0,Imperatriz,2105302,Maranhão
2020,0,Imperatriz,2105302,Maranhão
2021,0,Imperatriz,2105302,Maranhão
2022,0,Imperatriz,2105302,Maranhão
2023,0,Imperatriz,2105302,Maranhão
2000,0,Itaipava do Grajaú,2105351,Maranhão
2001,0,Itaipava do Grajaú,2105351,Maranhão
2002,0,Itaipava do Grajaú,2105351,Maranhão
2003,0,Itaipava do Grajaú,2105351,Maranhão
2004,0,Itaipava do Grajaú,2105351,Maranhão
2005,0,Itaipava do Grajaú,2105351,Maranhão
2006,0,Itaipava do Grajaú,2105351,Maranhão
2007,0,Itaipava do Grajaú,2105351,Maranhão
2008,0,Itaipava do Grajaú,2105351,Maranhão
2009,0,Itaipava do Grajaú,2105351,Maranhão
2010,0,Itaipava do Grajaú,2105351,Maranhão
2011,0,Itaipava do Grajaú,2105351,Maranhão
2012,0,Itaipava do Grajaú,2105351,Maranhão
2013,0,Itaipava do Grajaú,2105351,Maranhão
2014,0,Itaipava do Grajaú,2105351,Maranhão
2015,0,Itaipava do Grajaú,2105351,Maranhão
2016,0,Itaipava do Grajaú,2105351,Maranhão
2017,0,Itaipava do Grajaú,2105351,Maranhão
2018,0,Itaipava do Grajaú,2105351,Maranhão
2019,0,Itaipava do Grajaú,2105351,Maranhão
2020,0,Itaipava do Grajaú,2105351,Maranhão
2021,0,Itaipava do Grajaú,2105351,Maranhão
2022,0,Itaipava do Grajaú,2105351,Maranhão
2023,0,Itaipava do Grajaú,2105351,Maranhão
2000,1.5800619623221075,Itapecuru Mirim,2105401,Maranhão
2001,0.3143060715452539,Itapecuru Mirim,2105401,Maranhão
2002,0.3143060715452539,Itapecuru Mirim,2105401,Maranhão
2003,0.04480080726604356,Itapecuru Mirim,2105401,Maranhão
2004,0.04480080726604356,Itapecuru Mirim,2105401,Maranhão
2005,0.145258819374603,Itapecuru Mirim,2105401,Maranhão
2006,0.145258819374603,Itapecuru Mirim,2105401,Maranhão
2007,0.07209416526034254,Itapecuru Mirim,2105401,Maranhão
2008,0.07209416526034254,Itapecuru Mirim,2105401,Maranhão
2009,0.04471885719062531,Itapecuru Mirim,2105401,Maranhão
2010,0.04471885719062531,Itapecuru Mirim,2105401,Maranhão
2011,0,Itapecuru Mirim,2105401,Maranhão
2012,0,Itapecuru Mirim,2105401,Maranhão
2013,0,Itapecuru Mirim,2105401,Maranhão
2014,0.07268612204106827,Itapecuru Mirim,2105401,Maranhão
2015,0,Itapecuru Mirim,2105401,Maranhão
2016,0,Itapecuru Mirim,2105401,Maranhão
2017,0.0551915752397555,Itapecuru Mirim,2105401,Maranhão
2018,0.0551915752397555,Itapecuru Mirim,2105401,Maranhão
2019,0.0008590206655324437,Itapecuru Mirim,2105401,Maranhão
2020,0.04503133663764826,Itapecuru Mirim,2105401,Maranhão
2021,0.019692747503502063,Itapecuru Mirim,2105401,Maranhão
2022,0.0004885146728423424,Itapecuru Mirim,2105401,Maranhão
2023,0.09238734653502399,Itapecuru Mirim,2105401,Maranhão
2000,0,Itinga do Maranhão,2105427,Maranhão
2001,0,Itinga do Maranhão,2105427,Maranhão
2002,0,Itinga do Maranhão,2105427,Maranhão
2003,0,Itinga do Maranhão,2105427,Maranhão
2004,0,Itinga do Maranhão,2105427,Maranhão
2005,0,Itinga do Maranhão,2105427,Maranhão
2006,0,Itinga do Maranhão,2105427,Maranhão
2007,0,Itinga do Maranhão,2105427,Maranhão
2008,0,Itinga do Maranhão,2105427,Maranhão
2009,0,Itinga do Maranhão,2105427,Maranhão
2010,0,Itinga do Maranhão,2105427,Maranhão
2011,0,Itinga do Maranhão,2105427,Maranhão
2012,0,Itinga do Maranhão,2105427,Maranhão
2013,0,Itinga do Maranhão,2105427,Maranhão
2014,0,Itinga do Maranhão,2105427,Maranhão
2015,0,Itinga do Maranhão,2105427,Maranhão
2016,0,Itinga do Maranhão,2105427,Maranhão
2017,0,Itinga do Maranhão,2105427,Maranhão
2018,0,Itinga do Maranhão,2105427,Maranhão
2019,0,Itinga do Maranhão,2105427,Maranhão
2020,0,Itinga do Maranhão,2105427,Maranhão
2021,0,Itinga do Maranhão,2105427,Maranhão
2022,0,Itinga do Maranhão,2105427,Maranhão
2023,0,Itinga do Maranhão,2105427,Maranhão
2000,0,João Lisboa,2105500,Maranhão
2001,0,João Lisboa,2105500,Maranhão
2002,0,João Lisboa,2105500,Maranhão
2003,0,João Lisboa,2105500,Maranhão
2004,0,João Lisboa,2105500,Maranhão
2005,0,João Lisboa,2105500,Maranhão
2006,0,João Lisboa,2105500,Maranhão
2007,0,João Lisboa,2105500,Maranhão
2008,0,João Lisboa,2105500,Maranhão
2009,0,João Lisboa,2105500,Maranhão
2010,0,João Lisboa,2105500,Maranhão
2011,0,João Lisboa,2105500,Maranhão
2012,0,João Lisboa,2105500,Maranhão
2013,0,João Lisboa,2105500,Maranhão
2014,0,João Lisboa,2105500,Maranhão
2015,0,João Lisboa,2105500,Maranhão
2016,0,João Lisboa,2105500,Maranhão
2017,0,João Lisboa,2105500,Maranhão
2018,0,João Lisboa,2105500,Maranhão
2019,0,João Lisboa,2105500,Maranhão
2020,0,João Lisboa,2105500,Maranhão
2021,0,João Lisboa,2105500,Maranhão
2022,0,João Lisboa,2105500,Maranhão
2023,0,João Lisboa,2105500,Maranhão
2000,0,Junco do Maranhão,2105658,Maranhão
2001,0,Junco do Maranhão,2105658,Maranhão
2002,0,Junco do Maranhão,2105658,Maranhão
2003,0,Junco do Maranhão,2105658,Maranhão
2004,0,Junco do Maranhão,2105658,Maranhão
2005,0,Junco do Maranhão,2105658,Maranhão
2006,0,Junco do Maranhão,2105658,Maranhão
2007,0,Junco do Maranhão,2105658,Maranhão
2008,0,Junco do Maranhão,2105658,Maranhão
2009,0,Junco do Maranhão,2105658,Maranhão
2010,0,Junco do Maranhão,2105658,Maranhão
2011,0,Junco do Maranhão,2105658,Maranhão
2012,0,Junco do Maranhão,2105658,Maranhão
2013,0,Junco do Maranhão,2105658,Maranhão
2014,0,Junco do Maranhão,2105658,Maranhão
2015,0,Junco do Maranhão,2105658,Maranhão
2016,0,Junco do Maranhão,2105658,Maranhão
2017,0,Junco do Maranhão,2105658,Maranhão
2018,0,Junco do Maranhão,2105658,Maranhão
2019,0,Junco do Maranhão,2105658,Maranhão
2020,0,Junco do Maranhão,2105658,Maranhão
2021,0,Junco do Maranhão,2105658,Maranhão
2022,0,Junco do Maranhão,2105658,Maranhão
2023,0,Junco do Maranhão,2105658,Maranhão
2000,16.79769530673298,Lago Verde,2105906,Maranhão
2001,3.4888476080153357,Lago Verde,2105906,Maranhão
2002,3.4888476080153357,Lago Verde,2105906,Maranhão
2003,0.3281062055704815,Lago Verde,2105906,Maranhão
2004,0.3281062055704815,Lago Verde,2105906,Maranhão
2005,0.15953735228124724,Lago Verde,2105906,Maranhão
2006,0.15953735228124724,Lago Verde,2105906,Maranhão
2007,0.12984915803267025,Lago Verde,2105906,Maranhão
2008,0.12984915803267025,Lago Verde,2105906,Maranhão
2009,0.11145799724046562,Lago Verde,2105906,Maranhão
2010,0.11145799724046562,Lago Verde,2105906,Maranhão
2011,0.12886312387064006,Lago Verde,2105906,Maranhão
2012,0.12886312387064006,Lago Verde,2105906,Maranhão
2013,0.12886312387064006,Lago Verde,2105906,Maranhão
2014,0.029233953797827457,Lago Verde,2105906,Maranhão
2015,0.05590788286133696,Lago Verde,2105906,Maranhão
2016,0.05590788286133696,Lago Verde,2105906,Maranhão
2017,0.049452756785480126,Lago Verde,2105906,Maranhão
2018,0.049452756785480126,Lago Verde,2105906,Maranhão
2019,0.5851083634766887,Lago Verde,2105906,Maranhão
2020,0.6947212998526419,Lago Verde,2105906,Maranhão
2021,0.28510487944759905,Lago Verde,2105906,Maranhão
2022,0.8352882531778971,Lago Verde,2105906,Maranhão
2023,0.09068702568275572,Lago Verde,2105906,Maranhão
2000,0,Lago da Pedra,2105708,Maranhão
2001,0,Lago da Pedra,2105708,Maranhão
2002,0,Lago da Pedra,2105708,Maranhão
2003,0,Lago da Pedra,2105708,Maranhão
2004,0,Lago da Pedra,2105708,Maranhão
2005,0,Lago da Pedra,2105708,Maranhão
2006,0,Lago da Pedra,2105708,Maranhão
2007,0,Lago da Pedra,2105708,Maranhão
2008,0,Lago da Pedra,2105708,Maranhão
2009,0,Lago da Pedra,2105708,Maranhão
2010,0,Lago da Pedra,2105708,Maranhão
2011,0,Lago da Pedra,2105708,Maranhão
2012,0,Lago da Pedra,2105708,Maranhão
2013,0,Lago da Pedra,2105708,Maranhão
2014,0,Lago da Pedra,2105708,Maranhão
2015,0,Lago da Pedra,2105708,Maranhão
2016,0,Lago da Pedra,2105708,Maranhão
2017,0,Lago da Pedra,2105708,Maranhão
2018,0,Lago da Pedra,2105708,Maranhão
2019,0,Lago da Pedra,2105708,Maranhão
2020,0,Lago da Pedra,2105708,Maranhão
2021,0,Lago da Pedra,2105708,Maranhão
2022,0,Lago da Pedra,2105708,Maranhão
2023,0,Lago da Pedra,2105708,Maranhão
2000,0,Lago do Junco,2105807,Maranhão
2001,0,Lago do Junco,2105807,Maranhão
2002,0,Lago do Junco,2105807,Maranhão
2003,0,Lago do Junco,2105807,Maranhão
2004,0,Lago do Junco,2105807,Maranhão
2005,0,Lago do Junco,2105807,Maranhão
2006,0,Lago do Junco,2105807,Maranhão
2007,0,Lago do Junco,2105807,Maranhão
2008,0,Lago do Junco,2105807,Maranhão
2009,0,Lago do Junco,2105807,Maranhão
2010,0,Lago do Junco,2105807,Maranhão
2011,0,Lago do Junco,2105807,Maranhão
2012,0,Lago do Junco,2105807,Maranhão
2013,0,Lago do Junco,2105807,Maranhão
2014,0,Lago do Junco,2105807,Maranhão
2015,0,Lago do Junco,2105807,Maranhão
2016,0,Lago do Junco,2105807,Maranhão
2017,0,Lago do Junco,2105807,Maranhão
2018,0,Lago do Junco,2105807,Maranhão
2019,0,Lago do Junco,2105807,Maranhão
2020,0,Lago do Junco,2105807,Maranhão
2021,0,Lago do Junco,2105807,Maranhão
2022,0,Lago do Junco,2105807,Maranhão
2023,0,Lago do Junco,2105807,Maranhão
2000,0,Lago dos Rodrigues,2105948,Maranhão
2001,0,Lago dos Rodrigues,2105948,Maranhão
2002,0,Lago dos Rodrigues,2105948,Maranhão
2003,0,Lago dos Rodrigues,2105948,Maranhão
2004,0,Lago dos Rodrigues,2105948,Maranhão
2005,0,Lago dos Rodrigues,2105948,Maranhão
2006,0,Lago dos Rodrigues,2105948,Maranhão
2007,0,Lago dos Rodrigues,2105948,Maranhão
2008,0,Lago dos Rodrigues,2105948,Maranhão
2009,0,Lago dos Rodrigues,2105948,Maranhão
2010,0,Lago dos Rodrigues,2105948,Maranhão
2011,0,Lago dos Rodrigues,2105948,Maranhão
2012,0,Lago dos Rodrigues,2105948,Maranhão
2013,0,Lago dos Rodrigues,2105948,Maranhão
2014,0,Lago dos Rodrigues,2105948,Maranhão
2015,0,Lago dos Rodrigues,2105948,Maranhão
2016,0,Lago dos Rodrigues,2105948,Maranhão
2017,0,Lago dos Rodrigues,2105948,Maranhão
2018,0,Lago dos Rodrigues,2105948,Maranhão
2019,0,Lago dos Rodrigues,2105948,Maranhão
2020,0,Lago dos Rodrigues,2105948,Maranhão
2021,0,Lago dos Rodrigues,2105948,Maranhão
2022,0,Lago dos Rodrigues,2105948,Maranhão
2023,0,Lago dos Rodrigues,2105948,Maranhão
2000,0.6725656441999067,Luís Domingues,2106201,Maranhão
2001,0,Luís Domingues,2106201,Maranhão
2002,0,Luís Domingues,2106201,Maranhão
2003,0,Luís Domingues,2106201,Maranhão
2004,0,Luís Domingues,2106201,Maranhão
2005,0,Luís Domingues,2106201,Maranhão
2006,0,Luís Domingues,2106201,Maranhão
2007,0,Luís Domingues,2106201,Maranhão
2008,0,Luís Domingues,2106201,Maranhão
2009,0,Luís Domingues,2106201,Maranhão
2010,0,Luís Domingues,2106201,Maranhão
2011,0,Luís Domingues,2106201,Maranhão
2012,0,Luís Domingues,2106201,Maranhão
2013,0,Luís Domingues,2106201,Maranhão
2014,0,Luís Domingues,2106201,Maranhão
2015,0.2818061164001709,Luís Domingues,2106201,Maranhão
2016,0.2818061164001709,Luís Domingues,2106201,Maranhão
2017,0,Luís Domingues,2106201,Maranhão
2018,0,Luís Domingues,2106201,Maranhão
2019,0,Luís Domingues,2106201,Maranhão
2020,0,Luís Domingues,2106201,Maranhão
2021,0,Luís Domingues,2106201,Maranhão
2022,0.014540659149957006,Luís Domingues,2106201,Maranhão
2023,0,Luís Domingues,2106201,Maranhão
2000,0,Maracaçumé,2106326,Maranhão
2001,0,Maracaçumé,2106326,Maranhão
2002,0,Maracaçumé,2106326,Maranhão
2003,0,Maracaçumé,2106326,Maranhão
2004,0,Maracaçumé,2106326,Maranhão
2005,0,Maracaçumé,2106326,Maranhão
2006,0,Maracaçumé,2106326,Maranhão
2007,0,Maracaçumé,2106326,Maranhão
2008,0,Maracaçumé,2106326,Maranhão
2009,0,Maracaçumé,2106326,Maranhão
2010,0,Maracaçumé,2106326,Maranhão
2011,0,Maracaçumé,2106326,Maranhão
2012,0,Maracaçumé,2106326,Maranhão
2013,0,Maracaçumé,2106326,Maranhão
2014,0,Maracaçumé,2106326,Maranhão
2015,0,Maracaçumé,2106326,Maranhão
2016,0,Maracaçumé,2106326,Maranhão
2017,0,Maracaçumé,2106326,Maranhão
2018,0,Maracaçumé,2106326,Maranhão
2019,0,Maracaçumé,2106326,Maranhão
2020,0,Maracaçumé,2106326,Maranhão
2021,0,Maracaçumé,2106326,Maranhão
2022,0,Maracaçumé,2106326,Maranhão
2023,0,Maracaçumé,2106326,Maranhão
2000,0,Marajá do Sena,2106359,Maranhão
2001,0,Marajá do Sena,2106359,Maranhão
2002,0,Marajá do Sena,2106359,Maranhão
2003,0,Marajá do Sena,2106359,Maranhão
2004,0,Marajá do Sena,2106359,Maranhão
2005,0,Marajá do Sena,2106359,Maranhão
2006,0,Marajá do Sena,2106359,Maranhão
2007,0,Marajá do Sena,2106359,Maranhão
2008,0,Marajá do Sena,2106359,Maranhão
2009,0,Marajá do Sena,2106359,Maranhão
2010,0,Marajá do Sena,2106359,Maranhão
2011,0,Marajá do Sena,2106359,Maranhão
2012,0,Marajá do Sena,2106359,Maranhão
2013,0,Marajá do Sena,2106359,Maranhão
2014,0,Marajá do Sena,2106359,Maranhão
2015,0,Marajá do Sena,2106359,Maranhão
2016,0,Marajá do Sena,2106359,Maranhão
2017,0,Marajá do Sena,2106359,Maranhão
2018,0,Marajá do Sena,2106359,Maranhão
2019,0,Marajá do Sena,2106359,Maranhão
2020,0,Marajá do Sena,2106359,Maranhão
2021,0,Marajá do Sena,2106359,Maranhão
2022,0,Marajá do Sena,2106359,Maranhão
2023,0,Marajá do Sena,2106359,Maranhão
2000,0,Maranhãozinho,2106375,Maranhão
2001,0,Maranhãozinho,2106375,Maranhão
2002,0,Maranhãozinho,2106375,Maranhão
2003,0,Maranhãozinho,2106375,Maranhão
2004,0,Maranhãozinho,2106375,Maranhão
2005,0,Maranhãozinho,2106375,Maranhão
2006,0,Maranhãozinho,2106375,Maranhão
2007,0,Maranhãozinho,2106375,Maranhão
2008,0,Maranhãozinho,2106375,Maranhão
2009,0,Maranhãozinho,2106375,Maranhão
2010,0,Maranhãozinho,2106375,Maranhão
2011,0,Maranhãozinho,2106375,Maranhão
2012,0,Maranhãozinho,2106375,Maranhão
2013,0,Maranhãozinho,2106375,Maranhão
2014,0,Maranhãozinho,2106375,Maranhão
2015,0,Maranhãozinho,2106375,Maranhão
2016,0,Maranhãozinho,2106375,Maranhão
2017,0,Maranhãozinho,2106375,Maranhão
2018,0,Maranhãozinho,2106375,Maranhão
2019,0,Maranhãozinho,2106375,Maranhão
2020,0,Maranhãozinho,2106375,Maranhão
2021,0,Maranhãozinho,2106375,Maranhão
2022,0,Maranhãozinho,2106375,Maranhão
2023,0,Maranhãozinho,2106375,Maranhão
2000,0.375213986228158,Matinha,2106508,Maranhão
2001,0.007559261211679978,Matinha,2106508,Maranhão
2002,0.007559261211679978,Matinha,2106508,Maranhão
2003,0,Matinha,2106508,Maranhão
2004,0,Matinha,2106508,Maranhão
2005,0,Matinha,2106508,Maranhão
2006,0,Matinha,2106508,Maranhão
2007,0.03522926379673887,Matinha,2106508,Maranhão
2008,0.03522926379673887,Matinha,2106508,Maranhão
2009,0,Matinha,2106508,Maranhão
2010,0,Matinha,2106508,Maranhão
2011,0,Matinha,2106508,Maranhão
2012,0,Matinha,2106508,Maranhão
2013,0,Matinha,2106508,Maranhão
2014,0,Matinha,2106508,Maranhão
2015,0,Matinha,2106508,Maranhão
2016,0,Matinha,2106508,Maranhão
2017,0,Matinha,2106508,Maranhão
2018,0,Matinha,2106508,Maranhão
2019,0,Matinha,2106508,Maranhão
2020,0,Matinha,2106508,Maranhão
2021,0,Matinha,2106508,Maranhão
2022,0.1532881185007672,Matinha,2106508,Maranhão
2023,0,Matinha,2106508,Maranhão
2000,0,Matões do Norte,2106631,Maranhão
2001,0,Matões do Norte,2106631,Maranhão
2002,0,Matões do Norte,2106631,Maranhão
2003,0,Matões do Norte,2106631,Maranhão
2004,0,Matões do Norte,2106631,Maranhão
2005,0,Matões do Norte,2106631,Maranhão
2006,0,Matões do Norte,2106631,Maranhão
2007,0,Matões do Norte,2106631,Maranhão
2008,0,Matões do Norte,2106631,Maranhão
2009,0,Matões do Norte,2106631,Maranhão
2010,0,Matões do Norte,2106631,Maranhão
2011,0.00015299547209524583,Matões do Norte,2106631,Maranhão
2012,0.00015299547209524583,Matões do Norte,2106631,Maranhão
2013,0.00015299547209524583,Matões do Norte,2106631,Maranhão
2014,0,Matões do Norte,2106631,Maranhão
2015,0,Matões do Norte,2106631,Maranhão
2016,0,Matões do Norte,2106631,Maranhão
2017,0,Matões do Norte,2106631,Maranhão
2018,0,Matões do Norte,2106631,Maranhão
2019,0,Matões do Norte,2106631,Maranhão
2020,0,Matões do Norte,2106631,Maranhão
2021,0,Matões do Norte,2106631,Maranhão
2022,0,Matões do Norte,2106631,Maranhão
2023,0,Matões do Norte,2106631,Maranhão
2000,0,Miranda do Norte,2106755,Maranhão
2001,0,Miranda do Norte,2106755,Maranhão
2002,0,Miranda do Norte,2106755,Maranhão
2003,0,Miranda do Norte,2106755,Maranhão
2004,0,Miranda do Norte,2106755,Maranhão
2005,0,Miranda do Norte,2106755,Maranhão
2006,0,Miranda do Norte,2106755,Maranhão
2007,0,Miranda do Norte,2106755,Maranhão
2008,0,Miranda do Norte,2106755,Maranhão
2009,0,Miranda do Norte,2106755,Maranhão
2010,0,Miranda do Norte,2106755,Maranhão
2011,0,Miranda do Norte,2106755,Maranhão
2012,0,Miranda do Norte,2106755,Maranhão
2013,0,Miranda do Norte,2106755,Maranhão
2014,0,Miranda do Norte,2106755,Maranhão
2015,0,Miranda do Norte,2106755,Maranhão
2016,0,Miranda do Norte,2106755,Maranhão
2017,0,Miranda do Norte,2106755,Maranhão
2018,0,Miranda do Norte,2106755,Maranhão
2019,0,Miranda do Norte,2106755,Maranhão
2020,0,Miranda do Norte,2106755,Maranhão
2021,0,Miranda do Norte,2106755,Maranhão
2022,0,Miranda do Norte,2106755,Maranhão
2023,0,Miranda do Norte,2106755,Maranhão
2000,0,Mirinzal,2106805,Maranhão
2001,0,Mirinzal,2106805,Maranhão
2002,0,Mirinzal,2106805,Maranhão
2003,0,Mirinzal,2106805,Maranhão
2004,0,Mirinzal,2106805,Maranhão
2005,0,Mirinzal,2106805,Maranhão
2006,0,Mirinzal,2106805,Maranhão
2007,0,Mirinzal,2106805,Maranhão
2008,0,Mirinzal,2106805,Maranhão
2009,0,Mirinzal,2106805,Maranhão
2010,0,Mirinzal,2106805,Maranhão
2011,0,Mirinzal,2106805,Maranhão
2012,0,Mirinzal,2106805,Maranhão
2013,0,Mirinzal,2106805,Maranhão
2014,0,Mirinzal,2106805,Maranhão
2015,0,Mirinzal,2106805,Maranhão
2016,0,Mirinzal,2106805,Maranhão
2017,0,Mirinzal,2106805,Maranhão
2018,0,Mirinzal,2106805,Maranhão
2019,0,Mirinzal,2106805,Maranhão
2020,0,Mirinzal,2106805,Maranhão
2021,0,Mirinzal,2106805,Maranhão
2022,0,Mirinzal,2106805,Maranhão
2023,0,Mirinzal,2106805,Maranhão
2000,4.190944960709813,Monção,2106904,Maranhão
2001,0.21378124008909266,Monção,2106904,Maranhão
2002,0.21378124008909266,Monção,2106904,Maranhão
2003,0.17951860629001498,Monção,2106904,Maranhão
2004,0.17951860629001498,Monção,2106904,Maranhão
2005,0.0201911582149826,Monção,2106904,Maranhão
2006,0.0201911582149826,Monção,2106904,Maranhão
2007,0.6230574194433199,Monção,2106904,Maranhão
2008,0.6230574194433199,Monção,2106904,Maranhão
2009,0.14132215000049686,Monção,2106904,Maranhão
2010,0.14132215000049686,Monção,2106904,Maranhão
2011,0.05986171065356012,Monção,2106904,Maranhão
2012,0.05986171065356012,Monção,2106904,Maranhão
2013,0.05986171065356012,Monção,2106904,Maranhão
2014,0.1429502598224515,Monção,2106904,Maranhão
2015,0,Monção,2106904,Maranhão
2016,0,Monção,2106904,Maranhão
2017,0,Monção,2106904,Maranhão
2018,0,Monção,2106904,Maranhão
2019,0.06850683261836363,Monção,2106904,Maranhão
