year,areakm,municipality,geocode_ibge,state
2009,0.42023467973422535,Luciara,5105309,Mato Grosso
2010,0.7071316506850307,Luciara,5105309,Mato Grosso
2011,0,Luciara,5105309,Mato Grosso
2012,0.3975971453730611,Luciara,5105309,Mato Grosso
2013,0.10496286064830429,Luciara,5105309,Mato Grosso
2014,1.1026597193539511,Luciara,5105309,Mato Grosso
2015,0.4568734840477383,Luciara,5105309,Mato Grosso
2016,0.22014906866413117,Luciara,5105309,Mato Grosso
2017,0.1512195342192113,Luciara,5105309,Mato Grosso
2018,0.8165405076385049,Luciara,5105309,Mato Grosso
2019,0.45823350563412973,Luciara,5105309,Mato Grosso
2020,0.20818838257715588,Luciara,5105309,Mato Grosso
2021,0,Luciara,5105309,Mato Grosso
2022,0.46969393093055817,Luciara,5105309,Mato Grosso
2023,0.1766367392819456,Luciara,5105309,Mato Grosso
2024,0,Luciara,5105309,Mato Grosso
2007,3224.7193600560204,Marcelândia,5105580,Mato Grosso
2008,176.91638648612349,Marcelândia,5105580,Mato Grosso
2009,3.3520217561879773,Marcelândia,5105580,Mato Grosso
2010,5.845838223208764,Marcelândia,5105580,Mato Grosso
2011,20.65333569329883,Marcelândia,5105580,Mato Grosso
2012,12.409433931623033,Marcelândia,5105580,Mato Grosso
2013,36.60664724438041,Marcelândia,5105580,Mato Grosso
2014,35.10230445967703,Marcelândia,5105580,Mato Grosso
2015,44.777819833806234,Marcelândia,5105580,Mato Grosso
2016,55.228437976626886,Marcelândia,5105580,Mato Grosso
2017,47.99304963901705,Marcelândia,5105580,Mato Grosso
2018,22.056331545054285,Marcelândia,5105580,Mato Grosso
2019,95.99356454423885,Marcelândia,5105580,Mato Grosso
2020,112.10372175866323,Marcelândia,5105580,Mato Grosso
2021,133.12843685579986,Marcelândia,5105580,Mato Grosso
2022,70.38127822506327,Marcelândia,5105580,Mato Grosso
2023,111.1590664329894,Marcelândia,5105580,Mato Grosso
2024,86.2969434025095,Marcelândia,5105580,Mato Grosso
2007,1816.4114363643112,Matupá,5105606,Mato Grosso
2008,75.1755936195095,Matupá,5105606,Mato Grosso
2009,9.058570454334905,Matupá,5105606,Mato Grosso
2010,9.202138315787026,Matupá,5105606,Mato Grosso
2011,28.925736187140725,Matupá,5105606,Mato Grosso
2012,13.722737598098531,Matupá,5105606,Mato Grosso
2013,17.14496481752715,Matupá,5105606,Mato Grosso
2014,19.030469367359757,Matupá,5105606,Mato Grosso
2015,15.088548097558197,Matupá,5105606,Mato Grosso
2016,17.634111547124995,Matupá,5105606,Mato Grosso
2017,8.440651311404295,Matupá,5105606,Mato Grosso
2018,5.233757207903519,Matupá,5105606,Mato Grosso
2019,21.075058458869364,Matupá,5105606,Mato Grosso
2020,18.433457477831354,Matupá,5105606,Mato Grosso
2021,8.285139040430524,Matupá,5105606,Mato Grosso
2022,11.11977434242242,Matupá,5105606,Mato Grosso
2023,6.614098362399478,Matupá,5105606,Mato Grosso
2024,6.317555921563584,Matupá,5105606,Mato Grosso
2007,925.9052449373937,Mirassol d'Oeste,5105622,Mato Grosso
2008,6.399267810509519,Mirassol d'Oeste,5105622,Mato Grosso
2009,1.7774590819511416,Mirassol d'Oeste,5105622,Mato Grosso
2010,1.7496695788858403,Mirassol d'Oeste,5105622,Mato Grosso
2011,0.8226656944301131,Mirassol d'Oeste,5105622,Mato Grosso
2012,0.9726590094310001,Mirassol d'Oeste,5105622,Mato Grosso
2013,1.014551546410527,Mirassol d'Oeste,5105622,Mato Grosso
2014,0.07130479726089525,Mirassol d'Oeste,5105622,Mato Grosso
2015,0.5420040957154321,Mirassol d'Oeste,5105622,Mato Grosso
2016,1.0967859956531585,Mirassol d'Oeste,5105622,Mato Grosso
2017,1.1170638634813002,Mirassol d'Oeste,5105622,Mato Grosso
2018,0.502661836312977,Mirassol d'Oeste,5105622,Mato Grosso
2019,1.5908606189510313,Mirassol d'Oeste,5105622,Mato Grosso
2020,2.185223629422781,Mirassol d'Oeste,5105622,Mato Grosso
2021,0.6814272350522452,Mirassol d'Oeste,5105622,Mato Grosso
2022,0.4959677479281235,Mirassol d'Oeste,5105622,Mato Grosso
2023,0.7725928622719653,Mirassol d'Oeste,5105622,Mato Grosso
2024,0,Mirassol d'Oeste,5105622,Mato Grosso
2007,327.4541594418472,Nobres,5105903,Mato Grosso
2008,0.7118006142495655,Nobres,5105903,Mato Grosso
2009,1.4394341954513004,Nobres,5105903,Mato Grosso
2010,0.7562629937666248,Nobres,5105903,Mato Grosso
2011,0.43159451753538053,Nobres,5105903,Mato Grosso
2012,5.6608188699883595,Nobres,5105903,Mato Grosso
2013,0.9339670082755175,Nobres,5105903,Mato Grosso
2014,8.745084132277329,Nobres,5105903,Mato Grosso
2015,0.10398502461398491,Nobres,5105903,Mato Grosso
2016,2.3183782827021497,Nobres,5105903,Mato Grosso
2017,3.337387688560253,Nobres,5105903,Mato Grosso
2018,0.16573166614075027,Nobres,5105903,Mato Grosso
2019,0.0734861317088719,Nobres,5105903,Mato Grosso
2020,0,Nobres,5105903,Mato Grosso
2021,0,Nobres,5105903,Mato Grosso
2022,0,Nobres,5105903,Mato Grosso
2023,0,Nobres,5105903,Mato Grosso
2024,0,Nobres,5105903,Mato Grosso
2007,913.2770916033627,Nortelândia,5106000,Mato Grosso
2008,0.6135465104418816,Nortelândia,5106000,Mato Grosso
2009,0.6642787804078232,Nortelândia,5106000,Mato Grosso
2010,1.0343932329879078,Nortelândia,5106000,Mato Grosso
2011,0.5673115419964672,Nortelândia,5106000,Mato Grosso
2012,0.2871554636122809,Nortelândia,5106000,Mato Grosso
2013,0.14757995170945337,Nortelândia,5106000,Mato Grosso
2014,0.3271052941041632,Nortelândia,5106000,Mato Grosso
2015,0.6982177891569643,Nortelândia,5106000,Mato Grosso
2016,0.1748411432715437,Nortelândia,5106000,Mato Grosso
2017,0.6435667741469641,Nortelândia,5106000,Mato Grosso
2018,0.5490091881420083,Nortelândia,5106000,Mato Grosso
2019,0.7179194833331535,Nortelândia,5106000,Mato Grosso
2020,1.0885170896974214,Nortelândia,5106000,Mato Grosso
2021,2.3745306837802005,Nortelândia,5106000,Mato Grosso
2022,0.37137965497787645,Nortelândia,5106000,Mato Grosso
2023,0,Nortelândia,5106000,Mato Grosso
2024,0,Nortelândia,5106000,Mato Grosso
2007,112.64518857874423,Nossa Senhora do Livramento,5106109,Mato Grosso
2008,0.11207524006172025,Nossa Senhora do Livramento,5106109,Mato Grosso
2009,0,Nossa Senhora do Livramento,5106109,Mato Grosso
2010,0.08695552330126086,Nossa Senhora do Livramento,5106109,Mato Grosso
2011,0.08541955143820783,Nossa Senhora do Livramento,5106109,Mato Grosso
2012,0.4188409247473235,Nossa Senhora do Livramento,5106109,Mato Grosso
2013,0,Nossa Senhora do Livramento,5106109,Mato Grosso
2014,0.0911377575701998,Nossa Senhora do Livramento,5106109,Mato Grosso
2015,0.4457668864561025,Nossa Senhora do Livramento,5106109,Mato Grosso
2016,0,Nossa Senhora do Livramento,5106109,Mato Grosso
2017,0,Nossa Senhora do Livramento,5106109,Mato Grosso
2018,0,Nossa Senhora do Livramento,5106109,Mato Grosso
2019,0,Nossa Senhora do Livramento,5106109,Mato Grosso
2020,0.3906827874636458,Nossa Senhora do Livramento,5106109,Mato Grosso
2021,0,Nossa Senhora do Livramento,5106109,Mato Grosso
2022,0,Nossa Senhora do Livramento,5106109,Mato Grosso
2023,0.19813616703593478,Nossa Senhora do Livramento,5106109,Mato Grosso
2024,0,Nossa Senhora do Livramento,5106109,Mato Grosso
2007,2841.2641288344175,Nova Bandeirantes,5106158,Mato Grosso
2008,125.0142133072878,Nova Bandeirantes,5106158,Mato Grosso
2009,52.515245086807404,Nova Bandeirantes,5106158,Mato Grosso
2010,17.087883973312838,Nova Bandeirantes,5106158,Mato Grosso
2011,48.43942937297387,Nova Bandeirantes,5106158,Mato Grosso
2012,33.858863777665086,Nova Bandeirantes,5106158,Mato Grosso
2013,63.111428489907766,Nova Bandeirantes,5106158,Mato Grosso
2014,70.27188157364257,Nova Bandeirantes,5106158,Mato Grosso
2015,36.44435027732645,Nova Bandeirantes,5106158,Mato Grosso
2016,81.89819141523222,Nova Bandeirantes,5106158,Mato Grosso
2017,48.900880598099036,Nova Bandeirantes,5106158,Mato Grosso
2018,59.5732253748433,Nova Bandeirantes,5106158,Mato Grosso
2019,123.9773779360912,Nova Bandeirantes,5106158,Mato Grosso
2020,50.696973970599984,Nova Bandeirantes,5106158,Mato Grosso
2021,123.95243693998988,Nova Bandeirantes,5106158,Mato Grosso
2022,177.60716762503253,Nova Bandeirantes,5106158,Mato Grosso
2023,69.26087047380541,Nova Bandeirantes,5106158,Mato Grosso
2024,21.90218485510947,Nova Bandeirantes,5106158,Mato Grosso
2007,1164.0505766889823,Nova Brasilândia,5106208,Mato Grosso
2008,3.6783439659972235,Nova Brasilândia,5106208,Mato Grosso
2009,1.5866167016554136,Nova Brasilândia,5106208,Mato Grosso
2010,0,Nova Brasilândia,5106208,Mato Grosso
2011,0.18532666333098113,Nova Brasilândia,5106208,Mato Grosso
2012,0.4715008532765985,Nova Brasilândia,5106208,Mato Grosso
2013,0,Nova Brasilândia,5106208,Mato Grosso
2014,0.39379600895827793,Nova Brasilândia,5106208,Mato Grosso
2015,0.14453642795357247,Nova Brasilândia,5106208,Mato Grosso
2016,0.14817942830696218,Nova Brasilândia,5106208,Mato Grosso
2017,0.6357726873074983,Nova Brasilândia,5106208,Mato Grosso
2018,0,Nova Brasilândia,5106208,Mato Grosso
2019,0.1785869461923038,Nova Brasilândia,5106208,Mato Grosso
2020,0.08100778281271492,Nova Brasilândia,5106208,Mato Grosso
2021,0.06620619327133198,Nova Brasilândia,5106208,Mato Grosso
2022,0,Nova Brasilândia,5106208,Mato Grosso
2023,0,Nova Brasilândia,5106208,Mato Grosso
2024,0,Nova Brasilândia,5106208,Mato Grosso
2007,2940.438762178169,Nova Canaã do Norte,5106216,Mato Grosso
2008,20.72949732939122,Nova Canaã do Norte,5106216,Mato Grosso
2009,4.922025278030894,Nova Canaã do Norte,5106216,Mato Grosso
2010,3.41044675270367,Nova Canaã do Norte,5106216,Mato Grosso
2011,4.1114829768804375,Nova Canaã do Norte,5106216,Mato Grosso
2012,0.7113675568257003,Nova Canaã do Norte,5106216,Mato Grosso
2013,2.06317315933501,Nova Canaã do Norte,5106216,Mato Grosso
2014,12.438396566988876,Nova Canaã do Norte,5106216,Mato Grosso
2015,19.120229955471224,Nova Canaã do Norte,5106216,Mato Grosso
2016,9.739729680358234,Nova Canaã do Norte,5106216,Mato Grosso
2017,12.47011583449023,Nova Canaã do Norte,5106216,Mato Grosso
2018,15.757834048591445,Nova Canaã do Norte,5106216,Mato Grosso
2019,16.009153707523918,Nova Canaã do Norte,5106216,Mato Grosso
2020,9.195997923787855,Nova Canaã do Norte,5106216,Mato Grosso
2021,14.181791012812665,Nova Canaã do Norte,5106216,Mato Grosso
2022,4.322783104631666,Nova Canaã do Norte,5106216,Mato Grosso
2023,8.573749740169164,Nova Canaã do Norte,5106216,Mato Grosso
2024,7.625586870170897,Nova Canaã do Norte,5106216,Mato Grosso
2007,913.3353175174885,Nova Guarita,5108808,Mato Grosso
2008,3.2535965677267615,Nova Guarita,5108808,Mato Grosso
2009,0.07614800314849972,Nova Guarita,5108808,Mato Grosso
2010,0.3519079214193137,Nova Guarita,5108808,Mato Grosso
2011,1.2777608421494229,Nova Guarita,5108808,Mato Grosso
2012,1.1700768614468966,Nova Guarita,5108808,Mato Grosso
2013,1.6469324157306366,Nova Guarita,5108808,Mato Grosso
2014,1.5765867013131225,Nova Guarita,5108808,Mato Grosso
2015,2.3190961955571257,Nova Guarita,5108808,Mato Grosso
2016,1.682882908393594,Nova Guarita,5108808,Mato Grosso
2017,2.339648691522462,Nova Guarita,5108808,Mato Grosso
2018,2.3990437013046124,Nova Guarita,5108808,Mato Grosso
2019,4.239500415269651,Nova Guarita,5108808,Mato Grosso
2020,1.3028115083476584,Nova Guarita,5108808,Mato Grosso
2021,1.4068030267293385,Nova Guarita,5108808,Mato Grosso
2022,1.4835636389866755,Nova Guarita,5108808,Mato Grosso
2023,1.002778689060614,Nova Guarita,5108808,Mato Grosso
2024,1.4886819114701861,Nova Guarita,5108808,Mato Grosso
2007,1736.6898313975537,Nova Lacerda,5106182,Mato Grosso
2008,19.13476518913871,Nova Lacerda,5106182,Mato Grosso
2009,9.055586528336722,Nova Lacerda,5106182,Mato Grosso
2010,6.737915323940885,Nova Lacerda,5106182,Mato Grosso
2011,14.92933928648543,Nova Lacerda,5106182,Mato Grosso
2012,6.0467482078656065,Nova Lacerda,5106182,Mato Grosso
2013,13.840532463130181,Nova Lacerda,5106182,Mato Grosso
2014,18.359271261370353,Nova Lacerda,5106182,Mato Grosso
2015,12.618799691740163,Nova Lacerda,5106182,Mato Grosso
2016,17.507015214762603,Nova Lacerda,5106182,Mato Grosso
2017,14.785899831586471,Nova Lacerda,5106182,Mato Grosso
2018,5.902661423920552,Nova Lacerda,5106182,Mato Grosso
2019,4.888297361399534,Nova Lacerda,5106182,Mato Grosso
2020,2.1068055669476298,Nova Lacerda,5106182,Mato Grosso
2021,2.2458635850817066,Nova Lacerda,5106182,Mato Grosso
2022,0.7507867268466839,Nova Lacerda,5106182,Mato Grosso
2023,1.8359771250444092,Nova Lacerda,5106182,Mato Grosso
2024,4.873867323026998,Nova Lacerda,5106182,Mato Grosso
2007,952.2989917416934,Nova Marilândia,5108857,Mato Grosso
2008,11.384562783709622,Nova Marilândia,5108857,Mato Grosso
2009,5.090170105590962,Nova Marilândia,5108857,Mato Grosso
2010,2.87665066084282,Nova Marilândia,5108857,Mato Grosso
2011,3.989572801097641,Nova Marilândia,5108857,Mato Grosso
2012,3.0584379003114734,Nova Marilândia,5108857,Mato Grosso
2013,2.7124055334828645,Nova Marilândia,5108857,Mato Grosso
2014,1.0574033067335915,Nova Marilândia,5108857,Mato Grosso
2015,2.751259684345876,Nova Marilândia,5108857,Mato Grosso
2016,0.22671832648365298,Nova Marilândia,5108857,Mato Grosso
2017,4.1290680794668555,Nova Marilândia,5108857,Mato Grosso
2018,0.37739104238034915,Nova Marilândia,5108857,Mato Grosso
2019,1.0264176102605103,Nova Marilândia,5108857,Mato Grosso
2020,0.5581055732071897,Nova Marilândia,5108857,Mato Grosso
2021,2.3288725846649223,Nova Marilândia,5108857,Mato Grosso
2022,0,Nova Marilândia,5108857,Mato Grosso
2023,0.19187935303521825,Nova Marilândia,5108857,Mato Grosso
2024,1.4093695536780235,Nova Marilândia,5108857,Mato Grosso
2007,3022.966144040715,Nova Maringá,5108907,Mato Grosso
2008,17.876244468017802,Nova Maringá,5108907,Mato Grosso
2009,11.30955569957783,Nova Maringá,5108907,Mato Grosso
2010,5.5679119799896215,Nova Maringá,5108907,Mato Grosso
2011,8.860148947325616,Nova Maringá,5108907,Mato Grosso
2012,5.4505080324837305,Nova Maringá,5108907,Mato Grosso
2013,44.20033317190576,Nova Maringá,5108907,Mato Grosso
2014,36.00489405590285,Nova Maringá,5108907,Mato Grosso
2015,40.98707865844327,Nova Maringá,5108907,Mato Grosso
2016,23.600877150102534,Nova Maringá,5108907,Mato Grosso
2017,49.05560997780345,Nova Maringá,5108907,Mato Grosso
2018,40.712023665324516,Nova Maringá,5108907,Mato Grosso
2019,35.458893701378315,Nova Maringá,5108907,Mato Grosso
2020,18.173409787020617,Nova Maringá,5108907,Mato Grosso
2021,30.16710463749904,Nova Maringá,5108907,Mato Grosso
2022,26.2558145094118,Nova Maringá,5108907,Mato Grosso
2023,129.8388294353876,Nova Maringá,5108907,Mato Grosso
2024,203.68751796417953,Nova Maringá,5108907,Mato Grosso
2007,2311.950123194119,Nova Monte Verde,5108956,Mato Grosso
2008,23.430974108449806,Nova Monte Verde,5108956,Mato Grosso
2009,6.552675996688203,Nova Monte Verde,5108956,Mato Grosso
2010,2.6366692847804343,Nova Monte Verde,5108956,Mato Grosso
2011,3.575579191096706,Nova Monte Verde,5108956,Mato Grosso
2012,5.1362019652224316,Nova Monte Verde,5108956,Mato Grosso
2013,3.0077956944440687,Nova Monte Verde,5108956,Mato Grosso
